Order ID,Order Date,Customer,Segment,Region,SKU,Product,Product Line,Category,Qty,Unit Price,Unit Cost,Total Revenue,Total Cost,Gross Profit,Margin %,Delivery Date,Status
100064,2024-06-10,Bellows College,B2B,East,ZCS-JRS-CUS,Systems Custom Team Jersey,Systems,Team Uniforms,100,$314.10,$115.00,"$31,410.00","$11,500.00","$19,910.00",63.4%,2024-07-04,Delivered
100065,2024-06-11,Direct eCommerce,B2C,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-06-18,Delivered
100066,2024-06-11,"Contoso, Ltd.",B2C,International,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-06-19,Delivered
100067,2024-06-11,Direct eCommerce,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-06-21,Delivered
100068,2024-06-12,"Contoso, Ltd.",B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-06-15,Delivered
100069,2024-06-12,Direct eCommerce,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,4,$249.00,$82.00,$996.00,$328.00,$668.00,67.1%,2024-06-21,Delivered
100070,2024-06-12,Direct eCommerce,B2C,International,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-06-22,Delivered
100071,2024-06-12,"VanArsdel, Ltd.",B2B,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,20,$89.00,$28.00,"$1,780.00",$560.00,"$1,220.00",68.5%,2024-06-28,Delivered
100072,2024-06-12,Wide World Importers,B2B,Central,ZCR-FBR-NAN,ZavaCore Fiber — Nano Grade,Supply,Raw Materials,150,"$2,160.00",$880.00,"$324,000.00","$132,000.00","$192,000.00",59.3%,2024-06-26,Delivered
100073,2024-06-13,Direct eCommerce,B2C,International,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-06-21,Delivered
100074,2024-06-13,Direct eCommerce,B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-06-20,Delivered
100075,2024-06-13,Wide World Importers,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,300,$134.10,$45.00,"$40,230.00","$13,500.00","$26,730.00",66.4%,2024-06-26,Delivered
100076,2024-06-14,Sporting Goods Retail,B2C,International,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-06-21,Delivered
100077,2024-06-14,Boulder Innovations,B2B,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,75,$236.55,$82.00,"$17,741.25","$6,150.00","$11,591.25",65.3%,2024-06-30,Delivered
100078,2024-06-15,Direct eCommerce,B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-06-18,Delivered
100079,2024-06-15,Direct eCommerce,B2C,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-06-22,Delivered
100080,2024-06-15,"Contoso, Ltd.",B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-06-18,Delivered
100081,2024-06-15,"Contoso, Ltd.",B2C,International,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-06-23,Delivered
100082,2024-06-15,Direct eCommerce,B2C,International,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,5,$149.00,$45.00,$745.00,$225.00,$520.00,69.8%,2024-06-19,Delivered
100083,2024-06-16,Sporting Goods Retail,B2C,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-06-21,Delivered
100084,2024-06-16,Direct eCommerce,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,3,$149.00,$45.00,$447.00,$135.00,$312.00,69.8%,2024-06-22,Delivered
100085,2024-06-16,"Contoso, Ltd.",B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,2,$89.00,$28.00,$178.00,$56.00,$122.00,68.5%,2024-06-25,Delivered
100086,2024-06-17,Direct eCommerce,B2C,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,5,$249.00,$82.00,"$1,245.00",$410.00,$835.00,67.1%,2024-06-21,Delivered
100087,2024-06-18,Direct eCommerce,B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-06-24,Delivered
100088,2024-06-18,Direct eCommerce,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-06-27,Delivered
100089,2024-06-18,"Contoso, Ltd.",B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-06-21,Delivered
100090,2024-06-19,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-06-25,Delivered
100091,2024-06-19,Direct eCommerce,B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-06-26,Delivered
100092,2024-06-19,Direct eCommerce,B2C,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-06-26,Delivered
100093,2024-06-19,"VanArsdel, Ltd.",B2B,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,100,$134.10,$45.00,"$13,410.00","$4,500.00","$8,910.00",66.4%,2024-07-05,Delivered
100094,2024-06-20,"Contoso, Ltd.",B2C,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,2,$249.00,$82.00,$498.00,$164.00,$334.00,67.1%,2024-06-23,Delivered
100095,2024-06-21,Direct eCommerce,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-06-24,Delivered
100096,2024-06-21,Direct eCommerce,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-07-01,Delivered
100097,2024-06-21,"Contoso, Ltd.",B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-07-01,Delivered
100098,2024-06-21,"Contoso, Ltd.",B2C,Central,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-06-29,Delivered
100099,2024-06-22,"Contoso, Ltd.",B2C,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,1,$79.00,$25.00,$79.00,$25.00,$54.00,68.4%,2024-07-01,Delivered
100100,2024-06-23,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-06-27,Delivered
100101,2024-06-23,Direct eCommerce,B2C,International,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,3,$129.00,$39.00,$387.00,$117.00,$270.00,69.8%,2024-07-02,Delivered
100102,2024-06-23,Direct eCommerce,B2C,International,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-07-03,Delivered
100103,2024-06-24,Direct eCommerce,B2C,International,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,1,$249.00,$82.00,$249.00,$82.00,$167.00,67.1%,2024-07-04,Delivered
100104,2024-06-24,Sporting Goods Retail,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-06-29,Delivered
100105,2024-06-24,"Contoso, Ltd.",B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-06-28,Delivered
100106,2024-06-25,Direct eCommerce,B2C,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-07-05,Delivered
100107,2024-06-25,Direct eCommerce,B2C,International,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,2,$79.00,$25.00,$158.00,$50.00,$108.00,68.4%,2024-07-05,Delivered
100108,2024-06-25,"Contoso, Ltd.",B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-07-04,Delivered
100109,2024-06-25,Wide World Importers,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,225,$134.10,$45.00,"$30,172.50","$10,125.00","$20,047.50",66.4%,2024-07-06,Delivered
100110,2024-06-25,Alpine Ski House,B2B,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,100,$224.10,$82.00,"$22,410.00","$8,200.00","$14,210.00",63.4%,2024-07-12,Delivered
100111,2024-06-26,Direct eCommerce,B2C,International,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-07-01,Delivered
100112,2024-06-26,Direct eCommerce,B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-07-05,Delivered
100113,2024-06-26,Direct eCommerce,B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,4,$129.00,$39.00,$516.00,$156.00,$360.00,69.8%,2024-07-05,Delivered
100114,2024-06-26,"Contoso, Ltd.",B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,3,$149.00,$45.00,$447.00,$135.00,$312.00,69.8%,2024-07-04,Delivered
100115,2024-06-27,Sporting Goods Retail,B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,1,$129.00,$39.00,$129.00,$39.00,$90.00,69.8%,2024-07-07,Delivered
100116,2024-06-27,"Contoso, Ltd.",B2C,Central,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-07-01,Delivered
100117,2024-06-28,Direct eCommerce,B2C,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,4,$249.00,$82.00,$996.00,$328.00,$668.00,67.1%,2024-07-07,Delivered
100118,2024-06-28,Direct eCommerce,B2C,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-07-07,Delivered
100119,2024-06-28,Sporting Goods Retail,B2C,International,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,3,$89.00,$28.00,$267.00,$84.00,$183.00,68.5%,2024-07-06,Delivered
100120,2024-06-28,Direct eCommerce,B2C,West,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,4,$129.00,$39.00,$516.00,$156.00,$360.00,69.8%,2024-07-04,Delivered
100121,2024-06-30,Sporting Goods Retail,B2C,West,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,5,$129.00,$39.00,$645.00,$195.00,$450.00,69.8%,2024-07-10,Delivered
100122,2024-06-30,Direct eCommerce,B2C,West,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-07-08,Delivered
100123,2024-06-30,Direct eCommerce,B2C,International,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,1,$89.00,$28.00,$89.00,$28.00,$61.00,68.5%,2024-07-05,Delivered
100124,2024-06-30,"Contoso, Ltd.",B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,2,$149.00,$45.00,$298.00,$90.00,$208.00,69.8%,2024-07-05,Delivered
100125,2024-06-30,"Contoso, Ltd.",B2C,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,1,$149.00,$45.00,$149.00,$45.00,$104.00,69.8%,2024-07-10,Delivered
100126,2024-07-01,"Contoso, Ltd.",B2C,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,2,$129.00,$39.00,$258.00,$78.00,$180.00,69.8%,2024-07-04,Delivered
100127,2024-07-01,Sporting Goods Retail,B2C,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,4,$129.00,$39.00,$516.00,$156.00,$360.00,69.8%,2024-07-05,Delivered
