Order ID,Order Date,Customer,Segment,Region,SKU,Product,Product Line,Category,Qty,Unit Price,Unit Cost,Total Revenue,Total Cost,Gross Profit,Margin %,Delivery Date,Status
100259,2024-08-17,"Contoso, Ltd.",B2B,West,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,30,$129.00,$39.00,"$3,870.00","$1,170.00","$2,700.00",69.8%,2024-08-30,Delivered
100268,2024-08-20,Bellows College,B2B,East,ZCS-JRS-CUS,Systems Custom Team Jersey,Systems,Team Uniforms,100,$314.10,$115.00,"$31,410.00","$11,500.00","$19,910.00",63.4%,2024-09-13,Delivered
100273,2024-08-21,"VanArsdel, Ltd.",B2B,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,200,$116.10,$39.00,"$23,220.00","$7,800.00","$15,420.00",66.4%,2024-09-09,Delivered
100292,2024-08-27,"Contoso, Ltd.",B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,225,$71.10,$25.00,"$15,997.50","$5,625.00","$10,372.50",64.8%,2024-09-18,Delivered
100297,2024-08-29,Bellows College,B2B,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,10,$129.00,$39.00,"$1,290.00",$390.00,$900.00,69.8%,2024-09-23,Delivered
100316,2024-09-04,Relecloud,B2B,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,40,$169.00,$52.00,"$6,760.00","$2,080.00","$4,680.00",69.2%,2024-09-20,Delivered
100325,2024-09-07,Bellows College,B2B,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,50,$141.55,$45.00,"$7,077.50","$2,250.00","$4,827.50",68.2%,2024-09-23,Delivered
100330,2024-09-08,Bellows College,B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,75,$160.55,$52.00,"$12,041.25","$3,900.00","$8,141.25",67.6%,2024-09-17,Delivered
100341,2024-09-11,Alpine Ski House,B2B,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,150,$152.10,$52.00,"$22,815.00","$7,800.00","$15,015.00",65.8%,2024-09-30,Delivered
100353,2024-09-16,Relecloud,B2B,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-09-30,Delivered
100362,2024-09-18,"Contoso, Ltd.",B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,75,$75.05,$25.00,"$5,628.75","$1,875.00","$3,753.75",66.7%,2024-10-03,Delivered
100363,2024-09-18,Adatum Corporation,B2B,East,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-09-28,Delivered
100373,2024-09-21,Adventure Works Cycles,B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,300,$71.10,$25.00,"$21,330.00","$7,500.00","$13,830.00",64.8%,2024-10-19,Delivered
100374,2024-09-21,Consolidated Messenger,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,100,$134.10,$45.00,"$13,410.00","$4,500.00","$8,910.00",66.4%,2024-10-13,Delivered
100388,2024-09-24,Northwind Traders,B2B,Central,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,200,$107.10,$38.00,"$21,420.00","$7,600.00","$13,820.00",64.5%,2024-10-03,Delivered
100389,2024-09-24,"Contoso, Ltd.",B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,30,$79.00,$25.00,"$2,370.00",$750.00,"$1,620.00",68.4%,2024-10-04,Delivered
100390,2024-09-25,Adatum Corporation,B2B,East,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,50,$113.05,$38.00,"$5,652.50","$1,900.00","$3,752.50",66.4%,2024-10-02,Delivered
100396,2024-09-27,Alpine Ski House,B2B,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,100,$152.10,$52.00,"$15,210.00","$5,200.00","$10,010.00",65.8%,2024-10-18,Delivered
100403,2024-09-30,Adatum Corporation,B2B,East,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,50,$113.05,$38.00,"$5,652.50","$1,900.00","$3,752.50",66.4%,2024-10-21,Delivered
100406,2024-10-01,Boulder Innovations,B2B,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-10-23,Delivered
100407,2024-10-01,Consolidated Messenger,B2B,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,20,$249.00,$82.00,"$4,980.00","$1,640.00","$3,340.00",67.1%,2024-10-18,Delivered
100409,2024-10-02,Bellows College,B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,75,$160.55,$52.00,"$12,041.25","$3,900.00","$8,141.25",67.6%,2024-10-09,Delivered
100420,2024-10-05,Adatum Corporation,B2B,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,50,$141.55,$45.00,"$7,077.50","$2,250.00","$4,827.50",68.2%,2024-10-26,Delivered
100430,2024-10-09,Adatum Corporation,B2B,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,100,$116.10,$39.00,"$11,610.00","$3,900.00","$7,710.00",66.4%,2024-11-04,Delivered
100431,2024-10-09,"Fabrikam, Inc.",B2B,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,300,$224.10,$82.00,"$67,230.00","$24,600.00","$42,630.00",63.4%,2024-10-25,Delivered
100475,2024-10-21,Alpine Ski House,B2B,West,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,100,$161.10,$58.00,"$16,110.00","$5,800.00","$10,310.00",64.0%,2024-11-17,Delivered
100488,2024-10-24,Adatum Corporation,B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,50,$160.55,$52.00,"$8,027.50","$2,600.00","$5,427.50",67.6%,2024-11-16,Delivered
100494,2024-10-25,"Contoso, Ltd.",B2B,West,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,60,$113.05,$38.00,"$6,783.00","$2,280.00","$4,503.00",66.4%,2024-11-11,Delivered
100498,2024-10-26,Alpine Ski House,B2B,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,20,$249.00,$82.00,"$4,980.00","$1,640.00","$3,340.00",67.1%,2024-11-13,Delivered
100499,2024-10-26,Wide World Importers,B2B,Central,ZCR-DEV-01,ZavaCore Developer Kit,Supply,Dev Tools,75,$474.05,$165.00,"$35,553.75","$12,375.00","$23,178.75",65.2%,2024-11-11,Delivered
100515,2024-10-30,Northwind Traders,B2B,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,20,$249.00,$82.00,"$4,980.00","$1,640.00","$3,340.00",67.1%,2024-11-27,Delivered
100518,2024-10-31,Adventure Works Cycles,B2B,West,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,60,$236.55,$82.00,"$14,193.00","$4,920.00","$9,273.00",65.3%,2024-11-11,Delivered
100519,2024-10-31,Wide World Importers,B2B,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,75,$75.05,$25.00,"$5,628.75","$1,875.00","$3,753.75",66.7%,2024-11-28,Delivered
100533,2024-11-04,Relecloud,B2B,West,ZCR-FBR-SYS,ZavaCore Fiber — Systems Grade,Supply,Raw Materials,50,"$1,187.50",$455.00,"$59,375.00","$22,750.00","$36,625.00",61.7%,2024-11-23,Delivered
100536,2024-11-05,Relecloud,B2B,West,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,150,$152.10,$52.00,"$22,815.00","$7,800.00","$15,015.00",65.8%,2024-11-21,Delivered
100537,2024-11-05,"Fabrikam, Inc.",B2B,East,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,30,$129.00,$39.00,"$3,870.00","$1,170.00","$2,700.00",69.8%,2024-11-14,Delivered
100544,2024-11-06,Bellows College,B2B,East,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,20,$79.00,$25.00,"$1,580.00",$500.00,"$1,080.00",68.4%,2024-11-25,Delivered
100548,2024-11-07,Adatum Corporation,B2B,East,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,40,$79.00,$25.00,"$3,160.00","$1,000.00","$2,160.00",68.4%,2024-12-04,Delivered
100549,2024-11-07,Alpine Ski House,B2B,West,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,100,$71.10,$25.00,"$7,110.00","$2,500.00","$4,610.00",64.8%,2024-11-14,Delivered
100554,2024-11-08,"VanArsdel, Ltd.",B2B,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,20,$149.00,$45.00,"$2,980.00",$900.00,"$2,080.00",69.8%,2024-11-24,Delivered
100560,2024-11-09,Trey Research,B2B,West,ZCR-DEV-01,ZavaCore Developer Kit,Supply,Dev Tools,5,$499.00,$165.00,"$2,495.00",$825.00,"$1,670.00",66.9%,2024-11-17,Delivered
100564,2024-11-10,"VanArsdel, Ltd.",B2B,East,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,20,$249.00,$82.00,"$4,980.00","$1,640.00","$3,340.00",67.1%,2024-11-26,Delivered
100578,2024-11-13,Consolidated Messenger,B2B,Central,ZCA-SC-PRO,Smart Cleats Pro,Accessories,Footwear,10,$249.00,$82.00,"$2,490.00",$820.00,"$1,670.00",67.1%,2024-11-29,Delivered
100589,2024-11-15,Adventure Works Cycles,B2B,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,30,$89.00,$28.00,"$2,670.00",$840.00,"$1,830.00",68.5%,2024-12-03,Delivered
100598,2024-11-17,Northwind Traders,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,100,$134.10,$45.00,"$13,410.00","$4,500.00","$8,910.00",66.4%,2024-12-02,Delivered
100603,2024-11-18,Bellows College,B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,100,$152.10,$52.00,"$15,210.00","$5,200.00","$10,010.00",65.8%,2024-11-29,Delivered
100613,2024-11-20,Northwind Traders,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,40,$149.00,$45.00,"$5,960.00","$1,800.00","$4,160.00",69.8%,2024-12-01,Delivered
100624,2024-11-22,"VanArsdel, Ltd.",B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,40,$169.00,$52.00,"$6,760.00","$2,080.00","$4,680.00",69.2%,2024-12-04,Delivered
100633,2024-11-24,Consolidated Messenger,B2B,Central,ZCF-PR-SST,Field Premium Short Sleeve Top,Field,Tops,25,$129.00,$39.00,"$3,225.00",$975.00,"$2,250.00",69.8%,2024-12-17,Delivered
100646,2024-11-26,Consolidated Messenger,B2B,Central,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,75,$141.55,$45.00,"$10,616.25","$3,375.00","$7,241.25",68.2%,2024-12-24,Delivered
100649,2024-11-27,Alpine Ski House,B2B,West,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,200,$80.10,$28.00,"$16,020.00","$5,600.00","$10,420.00",65.0%,2024-12-14,Delivered
100657,2024-11-28,"VanArsdel, Ltd.",B2B,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,50,$84.55,$28.00,"$4,227.50","$1,400.00","$2,827.50",66.9%,2024-12-08,Delivered
100670,2024-12-01,Alpine Ski House,B2B,West,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,200,$107.10,$38.00,"$21,420.00","$7,600.00","$13,820.00",64.5%,2024-12-27,Delivered
100683,2024-12-04,Adventure Works Cycles,B2B,West,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,75,$113.05,$38.00,"$8,478.75","$2,850.00","$5,628.75",66.4%,2024-12-17,Delivered
100697,2024-12-07,"VanArsdel, Ltd.",B2B,East,ZCF-EL-LST,Field Elite Long Sleeve Top,Field,Tops,50,$84.55,$28.00,"$4,227.50","$1,400.00","$2,827.50",66.9%,2025-01-03,Delivered
100703,2024-12-08,Consolidated Messenger,B2B,Central,ZCA-SC-STD,Smart Cleats Standard,Accessories,Footwear,20,$179.00,$58.00,"$3,580.00","$1,160.00","$2,420.00",67.6%,2024-12-23,Delivered
100704,2024-12-08,Northwind Traders,B2B,Central,ZCF-EL-SST,Field Elite Short Sleeve Top,Field,Tops,100,$71.10,$25.00,"$7,110.00","$2,500.00","$4,610.00",64.8%,2025-01-04,Delivered
100708,2024-12-09,Relecloud,B2B,West,ZCF-EL-LEG,Field Elite Performance Leggings,Field,Bottoms,100,$107.10,$38.00,"$10,710.00","$3,800.00","$6,910.00",64.5%,2024-12-28,Delivered
100719,2024-12-11,Adatum Corporation,B2B,East,ZCF-PR-LST,Field Premium Long Sleeve Top,Field,Tops,200,$134.10,$45.00,"$26,820.00","$9,000.00","$17,820.00",66.4%,2025-01-05,Delivered
100720,2024-12-11,"Fabrikam, Inc.",B2B,East,ZCF-PR-LEG,Field Premium Performance Leggings,Field,Bottoms,225,$152.10,$52.00,"$34,222.50","$11,700.00","$22,522.50",65.8%,2024-12-29,Delivered
100737,2024-12-14,"Contoso, Ltd.",B2B,West,ZCS-JRS-CUS,Systems Custom Team Jersey,Systems,Team Uniforms,225,$314.10,$115.00,"$70,672.50","$25,875.00","$44,797.50",63.4%,2024-12-28,Delivered
